date,selected_method,net_return,benchmark_return,net_active_return,turnover,cost,max_industry_weight,size_exposure,switch,weight_lingxi,weight_lingxi_pitnorm,weight_lingxi_pitnorm_gate_return_floor
2023-01-03,lingxi,0.024647275941707753,0.014138626214438973,0.01050864972726878,0.5,0.0005,0.6000000000000001,1.3166749122466008,0.0,1.0,0.0,0.0
2023-01-04,lingxi,0.018547246869412993,0.013041473159781635,0.005505773709631357,0.4,0.0004,0.4,-0.12075954304451741,0.0,1.0,0.0,0.0
2023-01-05,lingxi,0.02429222638552323,0.0581661870289867,-0.03387396064346347,0.0,0.0,0.4,-0.21869617050488088,0.0,1.0,0.0,0.0
2023-01-06,lingxi,0.17378515715459297,0.06299537414887094,0.11078978300572204,0.6000000000000001,0.0006000000000000001,0.6000000000000001,1.3887405169382383,0.0,1.0,0.0,0.0
2023-01-07,lingxi,0.19067556155352683,0.07136108512253123,0.1193144764309956,0.0,0.0,0.6000000000000001,1.4207056021395452,0.0,1.0,0.0,0.0
2023-01-08,lingxi,0.20812933710157236,0.07479731372555862,0.13333202337601374,0.2,0.0002,0.4,1.3975482168272073,0.0,1.0,0.0,0.0
2023-01-09,lingxi,0.06728499186631201,0.04626940828299869,0.02101558358331332,0.0,0.0,0.4,1.1977990421218863,0.0,1.0,0.0,0.0
2023-01-10,lingxi,0.0005560321190985018,0.025757489487067832,-0.02520145736796933,0.0,0.0,0.4,1.4627965046957137,0.0,1.0,0.0,0.0
2023-01-11,lingxi,-0.005019668054308176,0.017080857070555348,-0.022100525124863525,0.0,0.0,0.4,1.4090934290344066,0.0,1.0,0.0,0.0
2023-01-12,lingxi,-0.013839479022238716,0.01226701773945878,-0.026106496761697497,0.0,0.0,0.4,1.534142742975245,0.0,1.0,0.0,0.0
2023-01-13,lingxi,-0.025666215516731056,-0.005855856532066444,-0.019810358984664614,0.0,0.0,0.4,1.4766994763694292,0.0,1.0,0.0,0.0
2023-01-14,lingxi,-0.002542078134616239,-0.007132158827976733,0.004590080693360494,0.0,0.0,0.4,1.134746532921973,0.0,1.0,0.0,0.0
2023-01-15,lingxi,0.015087031541598352,0.008954976259352987,0.006132055282245365,0.2,0.0002,0.6000000000000001,1.1518183672039797,0.0,1.0,0.0,0.0
2023-01-16,lingxi,0.010070446718890564,0.007038548029470475,0.0030318986894200886,0.2,0.0002,0.6000000000000001,1.3512475304530902,0.0,1.0,0.0,0.0
