date,selected_method,net_return,benchmark_return,net_active_return,turnover,cost,max_industry_weight,size_exposure,switch,weight_lingxi,weight_lingxi_pitnorm,weight_lingxi_pitnorm_gate_return_floor
2023-01-03,lingxi,0.009858377029622825,0.004790185603119371,0.005068191426503454,0.5,0.0005,0.2,-0.40145030454496755,0.0,1.0,0.0,0.0
2023-01-04,lingxi,0.024577386054516346,0.004216888234827709,0.020360497819688638,0.9,0.0009000000000000001,0.2,-0.15379495571859536,0.0,1.0,0.0,0.0
2023-01-05,lingxi,0.016927971586626078,0.0017165165374408453,0.015211455049185233,0.2,0.0002,0.30000000000000004,0.04558100705234125,0.0,1.0,0.0,0.0
2023-01-06,lingxi,0.01596791147928378,0.0032101920867111445,0.012757719392572637,0.2,0.0002,0.2,-0.15748245103918102,0.0,1.0,0.0,0.0
2023-01-09,lingxi,0.012256733896357279,0.0047407219318214575,0.007516011964535821,0.1,0.0001,0.2,-0.26906433874224867,0.0,1.0,0.0,0.0
2023-01-10,lingxi,0.008415072394304553,0.004835704491661907,0.0035793679026426464,0.0,0.0,0.2,-0.24829477806375877,0.0,1.0,0.0,0.0
2023-01-11,lingxi,0.006043363440685148,0.005735089469656975,0.00030827397102817233,0.1,0.0001,0.2,-0.24850436839326662,0.0,1.0,0.0,0.0
2023-01-12,lingxi,0.005753387533184364,0.007184171641994383,-0.0014307841088100183,0.1,0.0001,0.2,-0.26077651963420045,0.0,1.0,0.0,0.0
2023-01-13,lingxi,0.005955084284051238,0.006486438331668923,-0.0005313540476176853,0.1,0.0001,0.2,-0.336019347432325,0.0,1.0,0.0,0.0
2023-01-16,lingxi,0.00492618912391309,0.003942422119970165,0.000983767003942925,0.0,0.0,0.2,-0.3288747296387253,0.0,1.0,0.0,0.0
2023-01-17,lingxi,-0.0003521593847889081,0.002241868388210256,-0.0025940277729991643,0.1,0.0001,0.2,-0.28387014518528275,0.0,1.0,0.0,0.0
2023-01-18,lingxi,0.0018392991439048333,0.0045878009595046055,-0.002748501815599772,0.0,0.0,0.2,-0.2867496201668125,0.0,1.0,0.0,0.0
2023-01-19,lingxi,-0.0013726678460992047,0.0028905985933651126,-0.004263266439464317,0.1,0.0001,0.2,-0.36728566267261087,0.0,1.0,0.0,0.0
2023-01-20,lingxi,-0.0016838442220431737,0.00030573247719145504,-0.001989576699234629,0.30000000000000004,0.00030000000000000003,0.2,-0.031238847629342814,0.0,1.0,0.0,0.0
2023-01-30,lingxi,-0.005990379241042673,-0.002035914218744329,-0.0039544650222983445,0.2,0.0002,0.2,-0.3297396646665902,0.0,1.0,0.0,0.0
2023-01-31,lingxi,0.0015234366111787458,-7.713922902314423e-05,0.00160057584020189,0.1,0.0001,0.2,-0.41822192087967025,0.0,1.0,0.0,0.0
2023-02-01,lingxi,-0.0035265143584879487,-0.0034262038744364612,-0.00010031048405148742,0.1,0.0001,0.2,-0.3784573980056347,0.0,1.0,0.0,0.0
2023-02-02,lingxi,0.001670717699994879,-0.00037088941485986966,0.002041607114854749,0.1,0.0001,0.2,-0.33151188735980064,0.0,1.0,0.0,0.0
2023-02-03,lingxi,0.005377209188105383,-6.58913299910306e-05,0.005443100518096413,0.1,0.0001,0.2,-0.4267635013535269,0.0,1.0,0.0,0.0
2023-02-06,lingxi,0.009558056107969722,0.0037583386610070936,0.005799717446962629,0.2,0.0002,0.30000000000000004,-0.5442192639833792,0.0,1.0,0.0,0.0
2023-02-07,lingxi_pitnorm,0.024048547787700186,0.0035444918489720956,0.020504055938728092,0.9,0.0009000000000000001,0.30000000000000004,-0.7283368357874167,1.0,0.0,1.0,0.0
2023-02-08,lingxi_pitnorm,0.03517735386178613,0.0040863984734326115,0.03109095538835352,0.2,0.0002,0.30000000000000004,-0.9745992901880598,0.0,0.0,1.0,0.0
2023-02-09,lingxi_pitnorm,0.01429536531757876,-0.0013442303383332942,0.015639595655912053,0.1,0.0001,0.30000000000000004,-0.9370674251957212,0.0,0.0,1.0,0.0
2023-02-10,lingxi_pitnorm,0.0036907364540531675,-0.0029914507887371595,0.006682187242790327,0.2,0.0002,0.30000000000000004,-0.8701039484191266,0.0,0.0,1.0,0.0
2023-02-13,lingxi_pitnorm,0.004048132474174339,5.2230750343498245e-05,0.00399590172383084,0.1,0.0001,0.4,-0.8440102357042782,0.0,0.0,1.0,0.0
2023-02-14,lingxi_pitnorm,0.005681478543834702,0.0004350228956916238,0.005246455648143079,0.30000000000000004,0.00030000000000000003,0.5,-0.818665158467013,0.0,0.0,1.0,0.0
2023-02-15,lingxi_pitnorm,-0.0015434196787368344,-9.309557545493104e-05,-0.0014503241032819034,0.30000000000000004,0.00030000000000000003,0.2,-0.16379502474097407,0.0,0.0,1.0,0.0
2023-02-16,lingxi,-0.0022536133787346333,0.0019085176843574585,-0.004162131063092092,0.1,0.0001,0.2,-0.8304682220249351,1.0,1.0,0.0,0.0
2023-02-17,lingxi,0.01115728158881126,0.0030034012905908606,0.008153880298220399,0.1,0.0001,0.2,-0.5561751308327647,0.0,1.0,0.0,0.0
2023-02-20,lingxi_pitnorm,0.0011880216111408597,-0.0028192759344282214,0.004007297545569081,0.6000000000000001,0.0006000000000000001,0.2,-0.09717592848727108,1.0,0.0,1.0,0.0
2023-02-21,lingxi_pitnorm,0.0006483960288849748,-0.0021179680561314662,0.0027663640850164413,0.4,0.0004,0.2,-0.30179279489139965,0.0,0.0,1.0,0.0
2023-02-22,lingxi,0.013704032265968035,0.0015606662791404135,0.012143365986827623,0.2,0.0002,0.2,-0.6329736722149235,1.0,1.0,0.0,0.0
2023-02-23,lingxi,0.02117116928235915,0.0018600540154190813,0.019311115266940067,0.1,0.0001,0.2,-0.781259650445941,0.0,1.0,0.0,0.0
2023-02-24,lingxi_pitnorm,0.009081587880629472,0.004115149238421944,0.004966438642207529,0.30000000000000004,0.00030000000000000003,0.1,-0.026911156384148427,1.0,0.0,1.0,0.0
